@0	0011111001100100
@1	1100110101001101
@2	1001011011110001
@3	0101001101110010
@4	1110001110111100
@5	0100011001111010
@6	1010110111101011
@7	1001101111111111
@8	0110011110111000
@9	0110000001011001
@A	0111111111110010
@B	0101110101000000
@C	1000100101110001
@D	0000101101110000
@E	0111111101100100
@F	0000001011010001
@10	0101111110011110
@11	1001000111111010
@12	0111110011001111
@13	0110110000110111
@14	0001000001110011
@15	1110111001110100
@16	1101011001111101
@17	0011100010000001
@18	1000001101111111
@19	1101111111000010
@1A	0110110000110101
@1B	0000101111100110
@1C	1111100101010001
@1D	1111111100011101
@1E	1100111100011001
@1F	0111001101101010
@20	0111101101100100
@21	0000001101111001
@22	0111111000011010
@23	1111010010110010
@24	1110110100010001
@25	1011011010010101
@26	1011000101111001
@27	0101010100101111
@28	0011101000000101
@29	0000011110011101
@2A	0101010000111111
@2B	0000001100001010
@2C	0000110101001101
@2D	1011011010011010
@2E	0001011001111011
@2F	1010010010001100
@30	1000110101011111
@31	0010111011101101
@32	0001101111001011
@33	1011100000111011
@34	1110100000000010
@35	0010000101000010
@36	0000111000101001
@37	1010000010101001
@38	1010101101010001
@39	1000000001000001
@3A	1110101100001101
@3B	1111110100001101
@3C	1010100011101101
@3D	0010101010110110
@3E	1000010010010110
@3F	1001111010100011
@40	0111001110111110
@41	0111100111010010
@42	1000011111101010
@43	1111111001101111
@44	0101110011011011
@45	1011111000101101
@46	0101010110010011
@47	0101000001001000
@48	0010000100000100
@49	1000000010010011
@4A	1110000100110110
@4B	0110011110000111
@4C	0010111000101100
@4D	1110000011111011
@4E	0010000111001000
@4F	1011111001000111
@50	0001001001001000
@51	0111101101010011
@52	0101100110000101
@53	1100100010010000
@54	0010111010110110
@55	1101101110101110
@56	0111110010100111
@57	1001010110000000
@58	1100000000010100
@59	0100111110110100
@5A	1001010110011101
@5B	0000100000000000
@5C	0100110011110110
@5D	0011110100100100
@5E	1010010001000100
@5F	1111000000011010
@60	1101100110110011
@61	1111101001111111
@62	0001011001100000
@63	1010010101010100
@64	0110011111000100
@65	0010001111100100
@66	1010100110110110
@67	0001000011100000
@68	0110111001111110
@69	0100100001111001
@6A	0010111110001001
@6B	1111011101011010
@6C	1100001010100100
@6D	0001000110111100
@6E	1011111110101111
@6F	1101000110111110
@70	0110100100101010
@71	0110001010011110
@72	0100101101101010
@73	0110110100000010
@74	1010110111001000
@75	0000010001111110
@76	0010000010000011
@77	0110100111000110
@78	0010100111111010
@79	1110001110100010
@7A	0011110101110001
@7B	0101000101010001
@7C	0001100110110000
@7D	1001010111000010
@7E	0110110000100000
@7F	1000110110111001
@80	0000011011101011
@81	1001111001101101
@82	1110000101010001
@83	0101000000010110
@84	1011111001111101
@85	0110001001101010
@86	0011011001110000
@87	1110000011001110
@88	1011111110111001
@89	1100000010111011
@8A	0100010001101010
@8B	1000110011000100
@8C	0010111101101111
@8D	0001111011001011
@8E	0011111100100111
@8F	0111101000101101
@90	1110001001001000
@91	1100001010011101
@92	0110000010100010
@93	0100111001011100
@94	1111011000001100
@95	1001011101001001
@96	0001000001110100
@97	1010111111111000
@98	0000100000011101
@99	1101101011100011
@9A	1101000010010110
@9B	0011101000001100
@9C	0000010000001010
@9D	0100101001101000
@9E	1011010001011010
@9F	0010110110011000
@A0	1000110101110000
@A1	0100110100011010
@A2	0010110110110111
@A3	0111001000101110
@A4	1001011101110000
@A5	0110100010001111
@A6	0000001010001100
@A7	0001110101101010
@A8	1101000011101010
@A9	1001001111010110
@AA	0101100111000010
@AB	1010010100000000
@AC	1101111011011000
@AD	0001111101010101
@AE	0111111101100000
@AF	0000010001110001
@B0	0111110110010010
@B1	1011100111111110
@B2	1110010111100100
@B3	0011001001010010
@B4	1001000010001100
@B5	0011111101100111
@B6	1110101110011111
@B7	0100111110110010
@B8	1110000100101110
@B9	1101000110101110
@BA	0111110001101110
@BB	0011011111011011
@BC	1110100111000110
@BD	1001100101000000
@BE	0011110000001100
@BF	0010001100100111
@C0	1001001011100111
@C1	1001111011011010
@C2	0111101101001010
@C3	1111111100101110
@C4	1000010110111101
@C5	1000110111001000
@C6	1010010000010000
@C7	0110010010111011
@C8	1111011101000000
@C9	0000111110010100
@CA	1111111010010101
@CB	1001000101011010
@CC	0110010111001100
@CD	1100100111011111
@CE	1100010011100000
@CF	0001100000011101
@D0	1111100111010011
@D1	1101111001001010
@D2	0010011111010110
@D3	0111000000101110
@D4	0001111011010100
@D5	1100100001101000
@D6	1011010010000111
@D7	1111000001101011
@D8	1000011011111010
@D9	0110000001001110
@DA	0001110000101111
@DB	1011010000011111
@DC	0000010100011001
@DD	1000110111000111
@DE	0101110010111000
@DF	1111000101100100
@E0	0000110001001010
@E1	0001000100011110
@E2	0010111000101110
@E3	1101111100010011
@E4	1001010000000111
@E5	1111010011010011
@E6	1000110000111111
@E7	0011110011111110
@E8	1000100110111010
@E9	0111010001001001
@EA	0011111000001100
@EB	0110111111111101
@EC	0000001101101100
@ED	1011110110101100
@EE	1100001010001101
@EF	0100001001001100
@F0	0111111001001100
@F1	1101101101010001
@F2	0100000010111011
@F3	1001110000101100
@F4	0001100011011000
@F5	1110111000111011
@F6	0011101100010000
@F7	1100001011011100
@F8	1001100001000101
@F9	1111001101110010
@FA	0010001111011100
@FB	1010000111001101
@FC	1111001111101100
@FD	0010011011110111
@FE	0101001110110110
@FF	1100111011011110
