@0	1101011010001110
@1	1100101101000010
@2	0011111100001110
@3	1000001010100101
@4	1000110001100111
@5	0010101011111101
@6	0001101001111101
@7	0000011010101111
@8	0011101011001110
@9	0011010100001111
@A	0100100000001000
@B	1100100110111001
@C	0011000101001010
@D	0000111010000010
@E	1110010110000010
@F	1000111111000100
@10	0100011110111010
@11	1101011001101100
@12	0001101110011101
@13	0011110111000011
@14	1001101011010101
@15	1010000010111101
@16	0000110010101111
@17	1111110000111000
@18	0110001111110110
@19	0100110010001001
@1A	0011101111111110
@1B	1000110100100100
@1C	1001001010101001
@1D	1001011010101010
@1E	0100110001100001
@1F	0111000101101001
@20	0010111100001000
@21	1010000111010000
@22	0011100100000100
@23	1001110001000000
@24	1001111000010100
@25	0010010000000110
@26	1101010000101101
@27	0010011101100000
@28	0011111111000111
@29	0001010101001100
@2A	0011110101110011
@2B	1011110000011110
@2C	0011110000100110
@2D	0111100001111001
@2E	0101110111101111
@2F	1001011000010011
@30	1101110111001111
@31	1101111010000100
@32	0010111101011110
@33	0001100100010011
@34	0100101000010100
@35	1101111000011111
@36	1011010010111110
@37	1001011000110000
@38	0100010110011101
@39	1011010010100111
@3A	1110001101100110
@3B	0000110101000001
@3C	1011101010011101
@3D	0010010001010110
@3E	1111110000000111
@3F	1010011011011111
@40	0100100000101101
@41	1001100111000001
@42	1100101101001000
@43	1011110011000100
@44	0000011111100111
@45	1001011101101100
@46	1110011111000011
@47	1001101011010111
@48	1001110010111111
@49	0100100011010000
@4A	1100101010100100
@4B	0001101010000001
@4C	0111011011100100
@4D	1110111010110111
@4E	0011000111011011
@4F	0100001000010011
@50	1110111011000010
@51	0010011111001111
@52	1001110000011001
@53	0110111100001011
@54	1010111111111101
@55	1100010000100100
@56	0100110000111111
@57	1111110011010100
@58	0100010011011010
@59	1110010101100001
@5A	1100010111011111
@5B	1000100110001000
@5C	0010110001011101
@5D	1110110111111000
@5E	1111001110100101
@5F	0001110000100000
@60	1000111100110101
@61	1101000011011001
@62	0100010111010001
@63	0011001001001001
@64	1010000000010110
@65	1010000101010010
@66	1001011110100100
@67	1000001000000001
@68	1110110001010001
@69	0010011111010100
@6A	0011100100010001
@6B	0000011111111101
@6C	1001101111011011
@6D	0010000110111011
@6E	1010000001100010
@6F	1010001001100010
@70	1001100100111101
@71	1010010001011100
@72	1010101100010011
@73	1011001000111101
@74	1101000101000110
@75	1101000100000001
@76	1011011110110010
@77	1100000001000100
