@0	0000101100111100
@1	0011100010010111
@2	0000010111000010
@3	0111111001100011
@4	1011011111111011
@5	1001101100010110
@6	1001110000010101
@7	1001000001001000
@8	1110011110010011
@9	1111001011001001
@A	1101110110100110
@B	0100001101110101
@C	0010000010111110
@D	0100010110100001
@E	0110111011001111
@F	0111100100000110
@10	1011000100101001
@11	1010001110001101
@12	0011001000111111
@13	1001100000000101
@14	0000011010000001
@15	0000011111000101
@16	0101110001110100
@17	1111110000011111
@18	1110010010111010
@19	0010101111100011
@1A	0011110111000011
@1B	0000010100100010
@1C	1101100100000100
@1D	1010011001100110
@1E	0001011000001010
@1F	1100001100011100
@20	1000101101100001
@21	0100000101000011
@22	1011111000100111
@23	1111000101000001
@24	0011000000010011
@25	1101101111110110
@26	0011110010000001
@27	1110010100001100
@28	0010111011110100
@29	0011010000111100
@2A	1111000100111011
@2B	1000010100000011
@2C	1101010010110011
@2D	1110110010100000
@2E	1100010100110000
@2F	1011001001110010
@30	0101001001011100
@31	1110111000001111
@32	0110001101000101
@33	1110010000100101
@34	0100010011100101
@35	1110010110010100
@36	0100111011111011
@37	0100000101001101
@38	1110000010011101
@39	1011011101001101
@3A	0100101001011000
@3B	0111001100000110
@3C	1101001111011011
@3D	0010101111011000
@3E	1111000001001011
@3F	0101010101100000
@40	0100010011010100
@41	1010101011010001
@42	0101110010101011
@43	0111110101101000
@44	0000001110110001
@45	0110001001100000
@46	0001011010001001
@47	1010011110011110
@48	1011001100101010
@49	1110100000101110
@4A	0011111110101011
@4B	0101001101011001
@4C	0100101000111011
@4D	1101000110001011
@4E	0000100010111000
@4F	1001011100000111
@50	1001110010011001
@51	1010001011100100
@52	0010110110111100
@53	1111111011000100
@54	1011000010010001
@55	1111111010111001
@56	1010010111001010
@57	1000111000010011
@58	0101100111001000
@59	0000111110000001
@5A	0110110111111011
@5B	0011001001011001
@5C	0001010100110010
@5D	0101000010111110
@5E	0110000100000111
@5F	0111110100101001
@60	1000000000100010
@61	0101110110001101
@62	0001110011010001
@63	0111110101101101
@64	0000011100010110
@65	1111101011000010
@66	0100110100100101
@67	1011101001010100
@68	1111111110000011
@69	0110011010011110
@6A	0001001100011101
@6B	0101100001011110
@6C	0011110100011000
@6D	0001011000000011
@6E	1011111100101010
@6F	0010101010011010
@70	1001010101011111
@71	0010000000111111
@72	0010100100110100
@73	0011101011010001
@74	0110010000001000
@75	0111101101111000
@76	0100010011011111
@77	0001010011011010
@78	0110110110100110
@79	0001010010000001
@7A	1000010001011001
@7B	1001111011110001
@7C	0101110011011011
@7D	1111101111111011
@7E	0101100001001000
@7F	1011010110011100
@80	0000110101100011
@81	0010000101000000
@82	1000100000110001
@83	0001110101011110
@84	1101110011000111
@85	1000110010101110
@86	1111110101010100
@87	1011000101001000
@88	1001111110000010
@89	1011010010011011
@8A	1010010110000010
@8B	1011000001100111
@8C	1000101011101011
@8D	0010001010011100
@8E	1100100000101000
@8F	0000100111100001
@90	0011000111110110
@91	1111111111000110
@92	0000100100101010
@93	1111000111111000
@94	1001111110111010
@95	1111110110001000
@96	0101101001011110
@97	0101111110111010
@98	1100010100110010
@99	1011010101011110
@9A	0001000010100011
@9B	0010001111101011
@9C	1110101011000010
@9D	1011010010111011
@9E	0111001010101100
@9F	1001010100000011
@A0	1001101100010000
@A1	1010010001011101
@A2	1010101010011101
@A3	0001111011110111
@A4	0001001011011111
@A5	1000110101010101
@A6	0110111001100011
@A7	0011101010001010
@A8	0011110011100011
@A9	1001000000111011
@AA	0101110001000110
@AB	0110111100110101
@AC	0111110000000010
@AD	0101101111100011
@AE	0100100100011010
@AF	0000001101101101
@B0	1010110101110111
@B1	1110011000001010
@B2	1010001001001001
@B3	1000011111101000
@B4	0111000001101100
@B5	1100110100100010
@B6	1100101110101000
@B7	1101010100111011
@B8	1111011110010010
@B9	0010010111110000
@BA	1000011001110101
@BB	0101011110011011
@BC	0000111100011101
@BD	0101101010100110
@BE	1101100100001111
@BF	1111001000101111
@C0	1000110111100011
@C1	1010110101010111
@C2	0010100110101110
@C3	1101010010110001
@C4	0110011000000011
@C5	1001111000111111
@C6	0111110100001001
@C7	0000101000111100
@C8	0011010011111001
@C9	0111111111011111
@CA	1100100110110000
@CB	1110101000011110
@CC	1111011100000000
@CD	0100001110010011
@CE	0101000101110110
@CF	1001100110101000
@D0	1010110110011001
@D1	1101110000010001
@D2	1000111010000100
@D3	0000010110011010
@D4	1101010111111010
@D5	1010110011111001
@D6	1011010101111110
@D7	0110011110111000
@D8	0010110011100110
@D9	1111011111101110
@DA	0110100110000010
@DB	1001101010100001
@DC	0011111011011100
@DD	0011110001111100
@DE	0000111111010110
@DF	1010111100100111
@E0	0001100011100011
@E1	1100110011001001
@E2	1010001001010110
@E3	1011011001101101
@E4	0110010100011011
@E5	1001001001001011
@E6	1011111000010100
@E7	1000110111000011
@E8	1111000100010101
@E9	1000001101100111
@EA	0110010110101110
@EB	1011001001011000
@EC	1001011111100111
@ED	1100111010110000
@EE	1111010011000000
@EF	1001101000000111
@F0	0111111011010010
