@0	0101000011111110
@1	0111001100001000
@2	1111011011110000
@3	0111001100100111
@4	1100011000001001
@5	0010001110000000
@6	1000000100001110
@7	1000011100000001
@8	1010000000011111
@9	1010000000100100
@A	0110110111101111
@B	1101100111000011
@C	1001000000010101
@D	1110100110111001
@E	0011111001010000
@F	0111010100001110
@10	1111101001110001
@11	1010001000101100
@12	0010100110100010
@13	1010110100100100
@14	1100001101010010
@15	0101010100001111
@16	0111101100011011
@17	0110100100101000
@18	1001110101001000
@19	0111010111100000
@1A	1100010110011110
@1B	0111100100100001
@1C	0111000110011010
@1D	1001001100101110
@1E	1000100101110101
@1F	1000101100000010
@20	1000010110000000
@21	1010001001000101
@22	1101011101011111
@23	0011110101000110
@24	0111101010111011
@25	0010000110100100
@26	0111111110011000
@27	0101111010101010
@28	0110111110111000
@29	0011001010100000
@2A	0010100001100001
@2B	1011010101011000
@2C	0111111011100010
@2D	1000111010100100
@2E	1110101111110001
@2F	1000000000001101
@30	0110000110111011
@31	1011010011110011
@32	1111101111010101
@33	1101001100010110
@34	1000011000101001
@35	0111001000101011
@36	1101101011101011
@37	0111101001000001
@38	1111110100011100
@39	1100100101010101
@3A	0100001001010000
@3B	0111100111001101
@3C	0111110110010001
@3D	1111000101000110
@3E	1001010011110100
@3F	1110110011101110
@40	0010000101110111
@41	1001111000111100
@42	1001001111111101
@43	0111011011111010
@44	1000110001110100
@45	1101101101010000
@46	1000000010011100
@47	1000010101001010
@48	1110010011011101
@49	1000010001010000
@4A	0101110000100011
@4B	1000110111000110
@4C	1111111101001000
@4D	0100000110000110
@4E	0111110000001000
@4F	0010001111000101
@50	0010001100101111
@51	1101010101000000
@52	0100001110110001
@53	0110011101100101
@54	1011010110000100
@55	0101101010001110
@56	1100110100011100
@57	0011000101000110
@58	0000010000001101
@59	0101000100011100
@5A	0101101010110010
@5B	1111110000001000
@5C	0100010011010000
@5D	1101000100110001
@5E	0111000001101110
@5F	1100010000100110
@60	1010100011000100
@61	1000101000001111
@62	1101110101101000
@63	0111101011100111
@64	1100101000110000
@65	0011101101001001
@66	0110001110100001
@67	0011000111101011
@68	0011011110010011
@69	1000001010001110
@6A	0111111101010100
@6B	1011100101111001
@6C	0111010101000011
@6D	1101001110110001
@6E	0110011000101010
@6F	1000011100000001
@70	0011110101011110
@71	0001100100100010
@72	1000000000110110
@73	0001101010010111
@74	1110010001001001
@75	1000000001100001
@76	1011001110001001
@77	1111110000000010
@78	1001100011000111
@79	1000000111110110
@7A	0001110100110010
@7B	1000101010101110
@7C	1010101000101101
@7D	0000110001110101
@7E	1100110100001010
@7F	1000110101001010
@80	0111001100001011
@81	0000110011000001
@82	0111111110101111
@83	0111010111100110
@84	1000000011010001
@85	0110000101000101
@86	0001101100001011
@87	1101011111001011
@88	1010000001111110
@89	0011110001011010
@8A	0110100001100101
@8B	0111101011100110
@8C	0000110011000111
@8D	1100011100100011
@8E	0110110111011001
@8F	0111101100110100
@90	0110000111010110
@91	1011000010010011
@92	1000100111110101
@93	0111010101001011
@94	1010001111101111
@95	1001111001010110
@96	1000000111110110
@97	1000001111011011
@98	1000101010011110
@99	1000001001010001
@9A	0111101010000000
@9B	0111000001001101
@9C	1110111010100000
@9D	0011111110101101
@9E	0111010000110111
@9F	1011001011001001
@A0	1000100111011110
@A1	1011110000101010
@A2	0010011001101100
@A3	1100110101100111
@A4	0101001011111001
@A5	0010011000101101
@A6	1000000100001000
@A7	1000000000010001
@A8	1100111010010100
@A9	0111101101111100
@AA	1111111001010101
@AB	1100101110111101
@AC	1000100000010100
@AD	0000010110111010
@AE	0101110010011011
@AF	0010101100001111
@B0	1111110000111010
@B1	1000110001101000
@B2	1101111111101110
@B3	1100111010000110
@B4	1000011000101110
@B5	1001010101011000
@B6	1011100101111000
@B7	1111001001110110
@B8	0011101101001001
@B9	1010010011000001
@BA	0111110111111101
@BB	0111111010100111
@BC	0111100010111110
@BD	0011111110000110
@BE	1011110011001010
@BF	0111110100011000
@C0	0111100000111101
@C1	0101100010001001
@C2	0111011011111111
@C3	0111101100111000
@C4	1001100000010000
@C5	0010111111110100
@C6	0110001110000001
@C7	1011000111010011
@C8	1000000010011000
@C9	0100100001010100
@CA	0010110010110101
@CB	0100010010000001
@CC	1000010100100001
@CD	1001110011111111
@CE	1111100100010000
@CF	1111111111100100
@D0	0111111111100011
@D1	1110111110110110
@D2	0001010111010010
@D3	0001110010001111
@D4	1000111101011001
@D5	0111110100001011
@D6	1000100000101111
@D7	0100111001100110
@D8	1000101111111110
@D9	1000011111001001
@DA	1111010101111100
@DB	1000010110011011
@DC	1011001110010011
@DD	1000011001111110
@DE	1000011110010101
@DF	1011101101101001
@E0	0010111111100001
@E1	1001000110101001
@E2	0111000000001011
@E3	1001110111000010
@E4	1111110111100100
@E5	1011011010000001
@E6	1011100011000110
@E7	1010111110101011
@E8	1110111101100111
@E9	0000111011100101
@EA	0111110011000110
@EB	0111100111100000
@EC	1100011110001010
@ED	0001101010000101
@EE	0101101010000110
@EF	0011001110111001
@F0	1000010000001111
@F1	0111011100000010
@F2	1000000101000110
@F3	1111010001101010
@F4	0110100111000011
@F5	1000100110000111
@F6	0101101000011011
@F7	1111110000000111
@F8	0101100010001111
@F9	1111001111111100
@FA	1000001001011110
@FB	1000010010011111
@FC	1111100110011001
@FD	0101010000011110
@FE	1000101000110010
@FF	0000010110010101
